pollutant,revoked_naaqs,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1992,pw_1993,pw_1994,pw_1995,pw_1996,pw_1997,pw_1998,pw_1999,pw_2000,pw_2001,pw_2002,pw_2003,pw_2004,pw_2005,pw_2006,pw_2007,pw_2008,pw_2009,pw_2010,pw_2011,pw_2012,pw_2013,pw_2014,pw_2015,pw_2016,pw_2017,pw_2018,pw_2019,pw_2020,pw_2021,pw_2022,exportdt
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,19,Boyd Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,KENTUCKY,KY,21,19,Boyd Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,2022/4/30
Sulfur Dioxide (1971),,KENTUCKY,KY,21,19,Boyd Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,29,Bullitt Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,29,Bullitt Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2015),,KENTUCKY,KY,21,29,Bullitt Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,KENTUCKY,KY,21,29,Bullitt Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,37,Campbell Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,37,Campbell Co,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2008),,KENTUCKY,KY,21,37,Campbell Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,,,,,,,2022/4/30
8-Hour Ozone (2015),,KENTUCKY,KY,21,37,Campbell Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
PM-2.5 (1997),,KENTUCKY,KY,21,37,Campbell Co,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,2022/4/30
Sulfur Dioxide (2010),,KENTUCKY,KY,21,37,Campbell Co,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,47,Christian Co,,,,,,,,,,,,,W,W,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,59,Daviess Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,61,Edmonson Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,67,Fayette Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,89,Greenup Co,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,91,Hancock Co,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
Sulfur Dioxide (2010),,KENTUCKY,KY,21,101,Henderson Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,111,Jefferson Co,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,111,Jefferson Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2015),,KENTUCKY,KY,21,111,Jefferson Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,KENTUCKY,KY,21,111,Jefferson Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2022/4/30
Sulfur Dioxide (2010),,KENTUCKY,KY,21,111,Jefferson Co,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,,,,2022/4/30
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,117,Kenton Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,117,Kenton Co,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2008),,KENTUCKY,KY,21,117,Kenton Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,,,,,,,2022/4/30
8-Hour Ozone (2015),,KENTUCKY,KY,21,117,Kenton Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
PM-2.5 (1997),,KENTUCKY,KY,21,117,Kenton Co,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,KENTUCKY,KY,21,127,Lawrence Co,,,,,,,,,,,,,,P,P,P,P,P,P,P,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,139,Livingston Co,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,157,Marshall Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
Sulfur Dioxide (1971),,KENTUCKY,KY,21,177,Muhlenberg Co,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,185,Oldham Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,KENTUCKY,KY,21,185,Oldham Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2015),,KENTUCKY,KY,21,185,Oldham Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,KENTUCKY,KY,21,209,Scott Co,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
Sulfur Dioxide (2010),,KENTUCKY,KY,21,233,Webster Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,5,Ascension Par,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,LOUISIANA,LA,22,5,Ascension Par,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2008),,LOUISIANA,LA,22,5,Ascension Par,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,11,Beauregard Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,19,Calcasieu Par,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,33,East Baton Rouge Par,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,LOUISIANA,LA,22,33,East Baton Rouge Par,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2008),,LOUISIANA,LA,22,33,East Baton Rouge Par,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,2022/4/30
Sulfur Dioxide (2010),,LOUISIANA,LA,22,39,Evangeline Par,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,43,Grant Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,47,Iberville Par,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,LOUISIANA,LA,22,47,Iberville Par,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2008),,LOUISIANA,LA,22,47,Iberville Par,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,51,Jefferson Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,55,Lafayette Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,57,Lafourche Par,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,63,Livingston Par,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,LOUISIANA,LA,22,63,Livingston Par,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2008),,LOUISIANA,LA,22,63,Livingston Par,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,71,Orleans Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,77,Pointe Coupee Par,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,87,St Bernard Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
Sulfur Dioxide (2010),,LOUISIANA,LA,22,87,St Bernard Par,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,89,St Charles Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,93,St James Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,101,St Mary Par,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,LOUISIANA,LA,22,121,West Baton Rouge Par,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,LOUISIANA,LA,22,121,West Baton Rouge Par,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (2008),,LOUISIANA,LA,22,121,West Baton Rouge Par,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,1,Barnstable Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,1,Barnstable Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,3,Berkshire Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,3,Berkshire Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,5,Bristol Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,5,Bristol Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,7,Dukes Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,7,Dukes Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,MASSACHUSETTS,MA,25,7,Dukes Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,9,Essex Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,9,Essex Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,11,Franklin Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,11,Franklin Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,13,Hampden Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,13,Hampden Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
Carbon Monoxide (1971),,MASSACHUSETTS,MA,25,13,Hampden Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,15,Hampshire Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,15,Hampshire Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,17,Middlesex Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,17,Middlesex Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
Carbon Monoxide (1971),,MASSACHUSETTS,MA,25,17,Middlesex Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,19,Nantucket Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,19,Nantucket Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,21,Norfolk Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,21,Norfolk Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
Carbon Monoxide (1971),,MASSACHUSETTS,MA,25,21,Norfolk Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,23,Plymouth Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,23,Plymouth Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,25,Suffolk Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,25,Suffolk Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
Carbon Monoxide (1971),,MASSACHUSETTS,MA,25,25,Suffolk Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MASSACHUSETTS,MA,25,27,Worcester Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MASSACHUSETTS,MA,25,27,Worcester Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
Carbon Monoxide (1971),,MASSACHUSETTS,MA,25,27,Worcester Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,3,Anne Arundel Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,3,Anne Arundel Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,MARYLAND,MD,24,3,Anne Arundel Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,MARYLAND,MD,24,3,Anne Arundel Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,MARYLAND,MD,24,3,Anne Arundel Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
Sulfur Dioxide (2010),,MARYLAND,MD,24,3,Anne Arundel Co,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,2022/4/30
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,510,Baltimore (City),W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,510,Baltimore (City),,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,MARYLAND,MD,24,510,Baltimore (City),,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,MARYLAND,MD,24,510,Baltimore (City),P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,MARYLAND,MD,24,510,Baltimore (City),,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,5,Baltimore Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,5,Baltimore Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,MARYLAND,MD,24,5,Baltimore Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,MARYLAND,MD,24,5,Baltimore Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,MARYLAND,MD,24,5,Baltimore Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
Sulfur Dioxide (2010),,MARYLAND,MD,24,5,Baltimore Co,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,2022/4/30
8-Hour Ozone (2015),,MARYLAND,MD,24,510,Baltimore city,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,9,Calvert Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,9,Calvert Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,MARYLAND,MD,24,9,Calvert Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,2022/4/30
8-Hour Ozone (2015),,MARYLAND,MD,24,9,Calvert Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,13,Carroll Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,13,Carroll Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,MARYLAND,MD,24,13,Carroll Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,MARYLAND,MD,24,13,Carroll Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,MARYLAND,MD,24,13,Carroll Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,15,Cecil Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,15,Cecil Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,MARYLAND,MD,24,15,Cecil Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,MARYLAND,MD,24,15,Cecil Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,17,Charles Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,17,Charles Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,MARYLAND,MD,24,17,Charles Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,2022/4/30
8-Hour Ozone (2015),,MARYLAND,MD,24,17,Charles Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,MARYLAND,MD,24,17,Charles Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,21,Frederick Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,21,Frederick Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,MARYLAND,MD,24,21,Frederick Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,2022/4/30
8-Hour Ozone (2015),,MARYLAND,MD,24,21,Frederick Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,MARYLAND,MD,24,21,Frederick Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,25,Harford Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,25,Harford Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,MARYLAND,MD,24,25,Harford Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,MARYLAND,MD,24,25,Harford Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,MARYLAND,MD,24,25,Harford Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,27,Howard Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,27,Howard Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,MARYLAND,MD,24,27,Howard Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,2022/4/30
8-Hour Ozone (2015),,MARYLAND,MD,24,27,Howard Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
PM-2.5 (1997),,MARYLAND,MD,24,27,Howard Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,29,Kent Co,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,29,Kent Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,,2022/4/30
1-Hour Ozone (1979),Revoked,MARYLAND,MD,24,31,Montgomery Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,2022/4/30
8-Hour Ozone (1997),Revoked,MARYLAND,MD,24,31,Montgomery Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,2022/4/30
8-Hour Ozone (2008),,MARYLAND,MD,24,31,Montgomery Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,,,,,2022/4/30
8-Hour Ozone (2015),,MARYLAND,MD,24,31,Montgomery Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,2022/4/30
Carbon Monoxide (1971),,MARYLAND,MD,24,31,Montgomery Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/4/30
PM-2.5 (1997),,MARYLAND,MD,24,31,Montgomery Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,,2022/4/30
